Year,ID,Party,VCF0228,VCF0231,VCF0290,VCF0211,VCF0218,VCF0212,VCF0224,VCF0204,VCF0234,VCF0206,VCF0207,VCF0217,VCF0227,VCF0219,VCF0232,VCF0233,VCF0253,VCF0209,VCF0210,VCF0210,VCF0220,VCF0223
2012,532,Independent Democrat,60,60,35,85,70,50,0,70,50,70,60,97,60,85,97,50,50,50,70,70,70,70
2012,533,Weak Democrat,60,70,68,99,85,50,50,50,60,70,85,85,60,85,85,97,99,70,99,99,50,60
2012,534,Strong Republican,40,40,50,50,40,50,60,97,30,97,97,97,97,97,97,60,85,30,15,15,50,97
2012,535,Strong Democrat,60,60,60,60,70,85,50,70,50,85,97,97,85,85,30,50,50,40,60,60,70,85
2012,536,Independent Republican,85,70,50,50,50,50,50,97,70,85,85,97,85,97,50,97,50,85,97,97,60,97
2012,537,Independent,60,60,73,50,85,60,60,97,40,50,50,50,50,97,50,15,0,40,0,0,0,97
2012,538,Weak Democrat,60,50,50,50,60,60,40,70,60,85,85,97,70,85,70,70,60,30,60,60,40,97
2012,539,Weak Republican,40,60,50,50,40,60,60,50,40,97,97,97,97,85,60,30,40,50,40,40,30,60
2012,540,Strong Democrat,70,70,74,50,97,70,50,70,60,60,70,60,10,85,50,50,50,70,50,50,70,50
2012,541,Strong Democrat,60,70,50,70,85,60,15,70,40,97,97,97,97,97,97,97,70,60,60,60,97,97
2012,542,Independent,40,30,50,0,40,85,60,85,85,50,70,70,70,85,0,30,0,85,60,60,15,85
2012,543,Strong Democrat,60,70,74,40,97,60,50,50,50,70,85,70,40,85,70,60,50,60,50,50,40,85
2012,544,Independent Democrat,60,85,50,60,60,60,40,97,85,60,85,85,85,60,60,97,60,60,70,70,50,85
2012,545,Weak Democrat,40,40,55,30,60,60,50,85,50,60,70,80,75,70,60,60,50,60,50,50,0,70
2012,546,Independent,50,50,45,50,50,50,40,50,60,50,50,50,50,60,50,50,50,50,60,60,70,60
2012,547,Weak Democrat,99,99,43,99,85,99,0,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
2012,548,Strong Democrat,50,60,20,50,40,60,0,97,97,97,99,99,99,70,0,99,0,85,85,85,50,97
2012,549,Independent Republican,70,85,65,50,60,85,70,70,97,85,85,85,85,85,40,60,99,70,97,97,85,60
2012,550,Strong Democrat,85,85,56,50,97,85,15,97,50,97,70,50,50,97,0,50,85,50,70,70,70,97
2012,551,Strong Democrat,40,70,43,70,70,50,15,50,60,97,85,85,85,85,70,70,40,70,50,50,85,85
2012,552,Strong Democrat,85,70,49,60,97,60,0,50,60,97,60,70,60,85,50,40,60,60,60,60,70,97
2012,553,Strong Democrat,0,50,43,0,85,97,0,50,50,97,50,50,50,97,50,50,0,0,50,50,50,97
2012,554,Strong Democrat,60,60,50,70,70,15,30,50,85,97,99,97,99,97,40,99,70,15,70,70,50,85
2012,555,Strong Democrat,0,85,49,50,97,50,0,70,85,97,85,70,50,97,97,50,97,40,85,85,85,97
2012,556,Independent Democrat,85,97,50,85,50,85,50,85,97,97,97,97,97,85,70,85,30,70,60,60,70,97
2012,557,Strong Democrat,50,50,69,85,97,50,40,85,85,97,97,97,97,70,50,50,50,50,50,50,50,50
2012,558,Strong Democrat,40,40,69,40,97,60,40,60,60,90,30,85,60,70,30,60,30,30,50,50,50,60
2012,559,Independent Democrat,70,70,999,70,99,85,50,70,99,60,97,50,70,97,50,85,60,85,85,85,70,85
2012,560,Strong Democrat,60,70,49,50,97,70,0,85,97,85,85,85,40,85,0,40,60,85,50,50,85,85
2012,561,Strong Democrat,70,85,70,50,70,50,70,50,85,97,97,97,97,70,50,50,50,50,50,50,60,97
2012,562,Strong Democrat,0,30,50,0,50,50,50,50,0,60,60,50,50,50,50,15,50,15,50,50,50,60
2012,563,Independent Democrat,40,40,50,50,70,30,30,50,50,70,40,50,40,60,50,15,30,0,60,60,40,50
2012,564,Strong Democrat,40,50,60,40,70,50,50,75,99,97,97,97,97,75,30,40,40,65,65,65,60,65
2012,565,Independent Democrat,50,85,49,50,97,50,0,50,97,70,70,50,50,70,50,0,50,70,70,70,40,50
2012,566,Strong Democrat,85,85,50,85,85,50,15,85,70,85,85,85,85,85,50,60,70,85,60,60,85,85
2012,567,Independent Democrat,40,40,50,60,60,40,40,50,50,60,50,50,50,60,60,20,60,40,50,50,30,40
2012,568,Weak Democrat,60,40,43,70,70,30,15,70,50,85,70,70,70,70,50,50,60,30,60,60,60,70
2012,569,Strong Democrat,85,70,68,40,85,30,50,70,70,97,85,97,97,97,60,70,70,70,85,85,70,85
2012,570,Strong Democrat,85,85,74,60,97,70,50,85,70,97,70,85,85,97,70,60,50,60,85,85,97,97
2012,571,Strong Democrat,30,50,50,50,85,50,15,50,50,50,50,50,50,50,50,50,50,15,50,50,50,50
2012,572,Strong Democrat,40,85,68,85,85,40,50,50,50,97,85,97,97,85,70,97,60,70,70,70,85,85
2012,573,Strong Democrat,70,85,43,50,85,50,0,70,70,70,70,85,70,85,50,50,60,70,50,50,40,70
2012,574,Strong Democrat,50,70,49,50,97,50,0,50,97,50,50,50,50,97,70,50,50,50,50,50,97,97
2012,575,Weak Democrat,15,70,43,60,70,85,15,97,50,85,85,85,85,97,50,15,99,50,97,97,97,97
2012,576,Strong Democrat,15,30,55,50,70,50,40,50,50,70,50,50,50,50,50,40,60,40,30,30,50,50
2012,577,Strong Democrat,60,70,43,60,85,60,0,60,50,97,70,60,50,85,50,15,70,60,70,70,50,85
2012,578,Independent Republican,99,85,50,99,85,99,15,60,97,97,97,97,97,85,70,97,98,85,70,70,98,98
2012,579,Independent Republican,0,0,50,40,50,30,50,0,0,50,70,70,85,90,70,0,40,10,0,0,0,20
2012,580,Strong Democrat,97,97,69,97,97,40,40,50,97,97,70,70,60,97,97,60,0,97,97,97,97,97
2012,581,Strong Democrat,70,50,50,50,85,60,15,50,60,85,85,85,85,70,50,85,70,50,60,60,50,85
2012,582,Independent,70,60,78,50,85,98,70,85,97,85,85,85,85,85,0,70,85,97,60,60,30,40
2012,583,Strong Democrat,50,70,63,40,85,40,40,50,50,97,85,80,70,90,60,60,50,50,50,50,50,70
2012,584,Independent Democrat,70,85,68,50,85,50,50,70,50,97,50,50,50,50,50,50,70,70,85,85,50,50
2012,585,Weak Democrat,99,99,50,99,85,99,15,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
2012,586,Strong Democrat,70,85,68,85,85,60,50,70,85,85,85,85,85,97,97,85,50,85,85,85,85,97
2012,587,Independent Democrat,50,50,45,50,60,50,30,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2012,588,Strong Democrat,85,85,56,60,97,70,15,85,70,99,40,99,40,97,60,99,60,70,70,70,85,97
2012,589,Strong Democrat,60,70,60,70,90,60,30,85,60,85,85,75,85,85,70,85,70,85,50,50,40,70
2012,590,Independent Republican,40,60,65,50,70,40,60,40,30,97,70,85,85,50,30,15,50,50,60,60,15,50
2012,591,Strong Democrat,60,70,43,50,85,50,0,99,50,97,85,60,97,85,70,0,97,85,70,70,85,85
2012,592,Strong Democrat,60,50,43,50,85,85,0,85,85,80,50,50,15,97,50,15,50,50,97,97,40,97
2012,593,Strong Democrat,40,50,63,60,85,60,40,60,50,97,85,85,85,97,40,70,60,60,50,50,85,97
2012,594,Strong Democrat,99,99,58,99,90,99,25,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
2012,595,Independent Democrat,70,70,60,70,70,60,50,70,70,97,97,97,97,60,50,70,50,60,60,60,50,70
2012,596,Independent Democrat,60,70,73,60,85,70,60,60,70,70,70,70,70,97,30,40,40,60,40,40,70,70
2012,597,Independent Democrat,50,60,43,70,70,40,15,50,50,70,85,85,40,50,50,85,70,50,70,70,30,97
2012,598,Strong Democrat,70,60,74,70,97,50,50,70,50,85,85,60,60,70,85,0,50,50,70,70,70,85
2012,599,Weak Democrat,60,60,43,50,85,0,0,70,70,70,60,50,60,85,0,40,0,50,50,50,70,85
2012,600,Weak Democrat,50,50,65,70,70,60,60,50,60,70,60,60,60,70,50,40,60,40,70,70,60,70
2012,601,Weak Democrat,50,40,73,85,85,30,60,60,70,70,70,70,70,60,70,60,60,70,60,60,70,85
2012,602,Independent Democrat,99,99,35,99,70,99,0,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
2012,603,Strong Democrat,60,97,53,70,60,40,45,70,50,97,97,70,70,85,0,30,98,50,70,70,60,70
2012,604,Strong Democrat,99,99,49,99,97,99,0,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
2012,605,Strong Democrat,50,70,35,50,70,50,0,50,50,97,50,50,50,60,50,50,50,85,50,50,50,60
2012,606,Strong Democrat,30,60,49,50,97,50,0,50,50,85,85,85,85,97,0,60,30,60,97,97,70,97
2012,607,Strong Democrat,30,50,51,85,97,30,5,60,97,97,50,85,85,97,0,50,97,35,97,97,97,97
2012,608,Independent,60,40,56,60,62,60,50,60,60,70,60,60,60,70,50,15,50,70,60,60,60,30
2012,609,Strong Democrat,60,60,49,60,97,30,0,60,60,85,85,60,60,60,50,0,85,30,40,40,97,85
2012,610,Strong Democrat,50,85,40,50,80,50,0,50,50,97,97,0,0,85,50,0,50,85,85,85,15,30
2012,611,Strong Democrat,30,30,49,30,97,50,0,97,50,85,30,50,60,97,60,30,50,70,50,50,97,97
2012,612,Strong Democrat,70,85,74,60,97,70,50,85,70,85,85,85,85,97,85,85,85,60,70,70,85,97
2012,613,Strong Democrat,85,85,49,85,97,50,0,50,50,97,97,97,97,97,60,0,15,70,97,97,70,60
2012,614,Independent Democrat,75,55,55,90,50,50,60,50,90,95,65,70,75,95,85,40,50,45,85,85,50,65
2012,615,Independent Democrat,50,60,35,50,70,15,0,50,50,50,50,50,50,60,70,50,70,85,60,60,97,70
2012,616,Weak Democrat,60,40,58,50,85,50,30,50,50,97,97,97,97,60,50,50,50,40,70,70,50,70
2012,617,Strong Democrat,40,70,50,85,85,30,15,50,50,85,30,50,50,85,97,50,70,30,50,50,50,85
2012,618,Independent Democrat,60,70,50,70,70,60,30,70,98,85,85,85,85,97,85,50,60,70,60,60,50,50
2012,619,Strong Democrat,60,60,73,50,85,50,60,50,50,97,97,97,50,50,50,50,40,50,70,70,60,85
2012,620,Independent,98,98,60,98,60,99,60,98,70,97,70,50,50,97,98,0,98,98,98,98,98,98
2012,621,Strong Democrat,50,50,74,50,97,50,50,50,50,85,50,50,5,50,50,15,50,50,50,50,50,50
2012,622,Strong Democrat,50,50,49,97,97,0,0,70,0,50,15,97,50,97,97,30,30,40,97,97,40,97
2012,623,Independent,60,50,50,70,50,60,50,97,50,60,60,97,60,97,97,70,97,50,50,50,50,50
2012,624,Independent,60,60,60,40,60,60,60,50,60,70,85,97,60,85,50,85,70,30,30,30,60,70
2012,625,Strong Republican,15,0,49,15,0,50,97,97,70,70,70,97,70,97,0,0,0,97,97,97,15,30
2012,626,Independent Republican,60,60,79,15,97,40,60,97,50,70,40,50,60,60,70,60,99,85,70,70,50,97
2012,627,Weak Democrat,50,15,50,70,60,15,40,15,0,40,40,50,50,60,50,15,50,30,60,60,40,60
2012,628,Weak Democrat,60,40,40,85,40,40,40,97,70,70,85,80,40,97,15,60,40,85,85,85,97,97
2012,629,Strong Democrat,70,80,74,70,97,50,50,80,50,50,97,97,70,70,30,97,50,70,50,50,85,80
2012,630,Strong Democrat,70,60,50,50,85,50,15,85,85,70,30,97,50,85,97,0,60,60,97,97,40,97
2012,631,Strong Democrat,85,85,65,85,70,85,60,97,97,97,85,97,97,97,97,85,85,70,70,70,85,97
2012,632,Weak Democrat,60,60,60,50,60,50,60,50,50,70,70,97,70,50,50,60,50,50,60,60,70,70
2012,633,Independent,60,70,60,50,60,50,60,50,70,60,60,85,30,70,50,40,50,70,70,70,60,70
2012,634,Independent Democrat,70,70,50,70,50,60,50,97,60,60,85,85,70,85,70,85,50,70,70,70,60,97
2012,635,Strong Democrat,30,30,35,50,70,60,0,97,50,50,50,97,50,97,85,85,97,30,30,30,15,85
2012,636,Weak Democrat,99,99,45,99,60,99,30,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
2012,637,Independent,99,99,55,99,60,99,50,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
2012,638,Independent Republican,50,40,55,60,50,50,60,60,40,50,50,60,50,85,70,50,50,40,60,60,40,85
2012,639,Weak Democrat,60,40,50,40,60,60,40,50,97,70,70,97,70,85,30,30,0,60,15,15,40,85
2012,640,Weak Democrat,70,60,79,60,97,60,60,85,70,70,60,70,60,70,60,60,60,60,60,60,60,60
2012,641,Strong Democrat,99,99,48,99,90,99,5,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
2012,642,Independent Democrat,99,99,50,99,60,99,40,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
2012,643,Strong Democrat,50,50,73,50,85,50,60,50,50,97,97,97,97,85,85,70,50,50,50,50,50,50
2012,644,Strong Democrat,50,99,59,50,97,99,20,50,99,50,0,97,50,50,50,97,50,30,15,15,50,97
2012,645,Independent Democrat,99,99,58,99,85,99,30,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
2012,646,Weak Democrat,70,70,73,70,85,60,60,70,70,97,70,85,70,70,60,70,97,70,85,85,60,70
2012,647,Independent,15,30,8,40,15,30,0,98,98,97,70,70,85,98,98,97,98,98,40,40,98,97
2012,648,Strong Democrat,97,97,49,50,97,97,0,85,60,97,97,97,97,97,50,59,50,50,70,70,97,97
2012,649,Strong Democrat,85,70,45,60,80,70,10,70,50,85,70,85,85,85,70,15,70,70,85,85,85,85
2012,650,Weak Democrat,0,70,38,40,60,30,15,40,40,85,85,85,85,97,70,85,50,50,85,85,50,85
2012,651,Weak Democrat,65,60,45,60,50,60,40,60,60,85,70,60,60,65,40,70,60,60,55,55,50,60
2012,652,Strong Democrat,60,85,84,60,97,50,70,85,60,85,60,60,60,70,0,60,30,60,85,85,85,60
2012,653,Strong Democrat,60,85,49,0,97,50,0,70,85,85,70,85,70,85,50,70,50,50,97,97,70,70
2012,654,Strong Democrat,15,15,49,60,97,15,0,60,40,85,60,70,70,97,70,70,98,0,85,85,97,97
2012,655,Weak Democrat,50,50,60,50,75,50,45,70,50,70,70,85,60,85,85,60,70,40,85,85,60,97
2012,656,Independent Republican,50,50,50,50,50,50,50,70,50,97,97,97,97,97,50,97,50,50,60,60,50,60
2012,657,Strong Democrat,40,0,43,70,85,70,0,40,99,85,60,70,60,50,50,97,99,0,40,40,50,97
2012,658,Independent Democrat,70,50,50,50,50,40,50,50,70,97,50,50,50,50,50,50,85,40,97,97,50,97
2012,659,Strong Democrat,30,4,49,75,97,98,0,44,98,97,20,30,10,97,20,30,98,44,70,70,40,45
2012,660,Strong Democrat,70,70,38,15,60,85,15,15,85,40,0,30,15,70,0,40,15,60,85,85,40,85
2012,661,Strong Democrat,60,85,63,85,85,70,40,85,85,97,85,70,80,70,85,50,97,70,85,85,97,85
2012,662,Strong Democrat,0,70,43,97,85,15,0,70,30,50,60,50,50,97,97,15,97,30,97,97,30,40
2012,663,Independent,50,50,60,99,70,99,50,85,99,75,85,85,85,60,30,85,99,50,70,70,50,70
2012,664,Strong Democrat,99,99,49,99,97,99,0,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
2012,665,Independent,99,99,50,99,50,99,50,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
2012,666,Independent Democrat,50,50,50,50,50,50,50,97,97,85,85,85,85,85,50,85,50,50,70,70,50,85
2012,667,Independent Democrat,50,40,55,60,70,40,40,85,60,50,40,70,50,70,40,70,60,60,60,60,30,60
2012,668,Independent Democrat,70,70,45,60,50,70,40,85,60,30,85,97,40,85,70,50,85,70,70,70,85,70
2012,669,Independent Republican,40,70,85,50,85,60,85,85,70,85,97,75,85,70,85,50,85,40,30,30,50,70
2012,670,Independent,50,50,40,50,40,99,40,70,99,50,50,60,50,50,50,97,70,50,50,50,50,50
2012,671,Strong Democrat,70,85,73,0,95,70,50,40,97,97,97,99,97,97,0,99,98,97,99,99,60,85
2012,672,Strong Republican,60,60,55,60,40,60,70,40,60,85,85,97,85,90,20,85,50,60,10,10,0,80
2012,673,Independent Democrat,15,15,50,50,70,50,30,50,50,50,60,85,50,97,50,50,50,50,50,50,70,97
2012,674,Strong Democrat,60,60,79,50,97,50,60,97,85,85,70,97,85,97,40,70,15,15,70,70,40,85
2012,675,Strong Democrat,60,50,56,50,97,60,15,85,50,50,50,97,50,70,97,50,40,70,50,50,85,97
2012,676,Strong Democrat,70,60,68,70,85,85,50,85,99,85,86,85,85,85,50,40,15,70,85,85,85,70
2012,677,Weak Republican,85,85,73,60,60,60,85,97,60,50,50,50,50,97,85,30,85,60,60,60,15,97
2012,678,Independent Democrat,70,50,73,97,85,60,60,97,99,70,70,97,97,70,85,98,85,97,60,60,50,70
2012,679,Independent Republican,70,70,65,50,60,50,70,50,50,40,50,97,50,97,50,70,50,50,60,60,60,97
2012,680,Independent Democrat,70,70,65,60,60,60,70,50,50,60,50,60,50,60,50,60,50,70,70,70,60,60
2012,681,Independent,50,50,50,40,50,50,50,50,99,50,50,40,50,60,50,40,50,98,50,50,40,50
2012,682,Strong Republican,30,30,35,50,0,70,70,97,97,85,97,97,85,70,0,85,30,30,40,40,60,70
2012,683,Independent,70,70,50,30,85,50,15,50,50,85,85,85,85,50,98,85,50,30,50,50,50,70
2012,684,Independent,98,98,0,98,0,98,0,98,98,97,50,50,50,98,98,50,98,0,85,85,98,98
2012,685,Independent Republican,0,0,30,0,0,97,60,85,99,97,97,97,85,97,0,30,0,85,15,15,60,97
2012,686,Strong Republican,60,40,35,15,0,85,70,70,70,70,85,85,70,85,70,70,70,70,60,60,70,85
2012,687,Independent Democrat,50,50,55,99,60,99,50,50,50,60,70,80,60,50,50,60,50,85,50,50,50,85
2012,688,Independent,50,15,50,70,50,15,50,30,50,50,50,50,50,85,97,50,85,0,50,50,50,50
2012,689,Independent Democrat,30,70,50,85,70,50,30,85,60,40,85,85,40,97,85,60,85,60,60,60,85,97
2012,690,Strong Democrat,40,60,60,70,80,40,40,50,40,70,97,97,40,85,97,60,50,60,60,60,40,70
2012,691,Weak Democrat,60,60,68,50,86,50,50,60,60,60,70,70,60,60,50,60,60,60,60,60,50,70
2012,692,Independent,50,60,50,50,50,50,50,97,50,85,85,85,85,97,50,97,50,50,60,60,85,85
2012,693,Strong Democrat,85,98,65,99,80,99,50,97,98,50,50,97,50,85,50,85,99,98,98,98,99,85
2012,694,Independent Democrat,85,85,68,85,85,50,50,85,99,97,70,97,85,97,85,70,70,50,85,85,70,97
2012,695,Weak Democrat,60,70,43,50,85,40,0,70,70,70,60,97,85,85,97,97,50,40,50,50,85,85
2012,696,Independent Democrat,0,60,30,60,60,30,0,50,40,97,97,97,97,85,50,70,70,0,85,85,50,70
2012,697,Independent,85,85,998,85,98,99,98,85,70,70,85,80,70,70,60,70,30,60,60,60,70,85
2012,698,Strong Republican,60,98,68,60,50,70,85,97,99,50,85,70,50,70,0,70,97,85,60,60,0,85
2012,699,Strong Democrat,40,97,50,15,70,15,30,60,15,70,70,70,70,97,50,97,99,15,30,30,85,97
2012,700,Weak Democrat,97,85,74,70,97,60,50,97,70,30,85,85,85,97,97,85,70,97,85,85,85,97
2012,701,Independent Democrat,60,60,30,40,60,60,0,60,60,97,30,97,30,85,60,50,50,60,70,70,60,60
2012,702,No Party,70,60,999,40,99,50,99,70,70,70,50,60,70,70,70,70,70,60,70,70,60,97
2012,703,Weak Democrat,40,50,50,50,70,50,30,50,50,97,97,97,97,85,70,50,50,0,40,40,50,60
2012,704,Independent Democrat,70,70,79,60,97,70,60,85,99,85,85,85,70,85,50,70,40,50,85,85,60,85
2012,705,Strong Democrat,85,97,49,70,97,60,0,70,70,15,50,60,60,85,70,15,40,70,85,85,50,85
2012,706,Strong Democrat,15,50,49,50,97,50,0,50,50,97,40,97,97,97,97,97,99,50,60,60,70,97
2012,707,Weak Democrat,50,50,68,40,85,50,50,50,60,60,70,97,60,60,50,60,40,40,50,50,50,50
2012,708,Weak Democrat,50,70,35,97,70,0,0,50,50,70,50,97,70,97,97,97,0,30,85,85,97,97
2012,709,Strong Democrat,50,50,49,50,97,50,0,85,70,60,50,85,50,97,97,60,85,40,97,97,70,70
2012,710,Independent,60,99,55,99,70,50,40,50,40,40,85,97,99,50,50,65,60,50,50,50,50,60
2012,711,Strong Democrat,50,50,68,60,85,50,50,70,50,60,60,85,70,60,60,85,50,50,70,70,60,85
2012,712,Strong Democrat,97,97,73,85,85,85,60,85,60,10,10,19,10,97,85,10,70,97,85,85,97,97
2012,713,Strong Democrat,40,40,35,85,70,15,0,40,0,85,85,85,70,85,85,70,85,30,60,60,30,50
2012,714,Strong Democrat,30,60,50,85,70,40,30,85,0,85,95,97,60,70,85,50,85,40,85,85,60,85
2012,715,Weak Democrat,70,50,45,50,50,50,40,50,30,50,50,50,50,50,50,40,50,40,50,50,50,50
2012,716,Independent Democrat,50,60,50,50,50,40,50,50,50,85,85,85,85,70,85,15,50,40,50,50,50,70
2012,717,Weak Democrat,40,60,58,70,85,50,30,85,50,60,70,60,60,60,60,30,85,60,70,70,50,60
2012,718,Strong Republican,99,99,74,99,50,99,97,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
2012,719,Weak Democrat,60,60,50,85,60,70,40,85,50,70,85,70,60,85,85,60,85,15,60,60,70,85
2012,720,Independent Republican,40,40,60,70,60,70,60,70,50,10,85,97,10,85,70,70,50,50,40,40,50,70
2012,721,Independent,0,0,15,85,30,40,0,70,50,85,40,50,70,70,60,50,60,15,50,50,50,97
2012,722,Weak Republican,99,99,50,99,40,99,60,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
2012,723,Strong Democrat,70,70,60,60,70,50,50,85,70,60,70,85,60,85,60,70,85,70,60,60,60,85
2012,724,Strong Democrat,60,70,60,85,70,60,50,70,50,85,85,85,85,97,85,60,85,50,85,85,70,97
2012,725,Strong Democrat,70,70,43,85,70,60,15,50,40,70,70,70,30,85,50,0,70,60,70,70,50,50
2012,726,Weak Republican,15,15,50,15,60,85,40,50,50,50,60,50,50,50,40,15,50,40,60,60,30,40
2012,727,Strong Democrat,60,70,84,70,97,50,70,97,50,85,97,97,70,97,50,97,50,85,50,50,70,97
2012,728,Strong Republican,60,15,45,0,30,85,60,85,15,30,50,50,85,85,50,0,0,40,0,0,15,85
2012,729,Strong Democrat,65,65,55,90,70,15,40,50,30,95,95,90,95,80,97,60,60,40,35,35,50,70
2012,730,Independent Democrat,60,80,50,80,85,40,15,80,99,87,89,80,90,85,60,45,75,85,55,55,60,70
2012,731,Independent Republican,60,15,28,0,40,70,15,85,97,85,70,85,97,97,0,40,40,0,97,97,60,70
2012,732,Independent Democrat,85,70,71,50,70,85,72,97,59,97,97,97,97,97,70,97,50,97,97,97,70,97
2012,733,Strong Republican,40,60,55,40,40,85,70,50,60,50,85,40,30,85,30,15,60,70,40,40,40,60
2012,734,Independent Democrat,60,60,65,60,70,60,60,60,60,60,60,60,60,60,60,40,60,40,60,60,60,70
2012,735,Independent Republican,60,70,73,50,60,70,85,70,70,85,85,85,85,75,50,70,50,65,60,60,40,70
2012,736,Independent Democrat,65,60,58,80,75,30,40,60,30,97,90,97,97,90,97,90,97,35,75,75,80,90
2012,737,Independent,99,99,60,99,60,99,60,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
2012,738,Weak Democrat,30,60,50,85,60,60,40,70,60,98,98,98,98,70,70,5,40,60,70,70,60,85
2012,739,Strong Democrat,70,85,68,85,85,85,50,70,85,97,97,85,97,85,30,85,70,70,97,97,60,85
2012,740,Strong Democrat,85,70,56,50,97,70,15,50,85,85,40,60,60,85,30,50,50,60,85,85,50,85
2012,741,Weak Republican,50,50,60,40,50,85,70,85,50,50,50,50,50,85,50,50,50,50,30,30,70,85
2012,742,Strong Democrat,70,70,58,50,85,30,30,85,70,85,85,97,85,85,50,97,85,50,50,50,70,70
2012,743,Independent Republican,85,60,73,98,60,70,85,85,85,85,85,97,85,97,70,85,50,50,70,70,60,85
2012,744,Strong Democrat,70,85,56,85,97,70,15,97,60,97,97,97,97,97,97,85,97,85,85,85,70,97
2012,745,Weak Democrat,80,80,68,60,85,80,50,80,70,97,97,97,97,97,70,80,70,40,70,70,60,80
2012,746,Strong Democrat,99,99,43,99,70,99,15,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
2012,747,Independent Democrat,99,99,43,99,70,99,15,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
2012,748,Weak Democrat,50,60,60,60,70,70,50,85,85,70,70,85,70,70,60,70,60,50,50,50,60,85
2012,749,Independent Republican,40,30,65,60,60,60,70,97,70,97,97,97,80,97,97,60,97,70,60,60,97,97
2012,750,Independent Democrat,15,60,45,60,50,40,40,50,40,70,70,97,70,50,50,70,60,40,40,40,50,50
2012,751,Weak Democrat,50,40,50,60,85,40,15,85,30,70,60,70,70,97,50,85,50,70,70,70,30,40
2012,752,Independent Democrat,40,40,45,60,60,40,30,50,30,60,85,60,50,85,60,50,70,70,70,70,70,70
2012,753,Strong Republican,40,60,45,30,30,70,60,70,60,60,70,70,70,85,98,60,40,85,40,40,50,60
2012,754,Independent Democrat,15,15,48,85,80,40,15,50,15,97,97,97,97,97,97,60,85,50,60,60,50,60
2012,755,Independent,50,50,70,60,70,70,70,85,50,60,70,60,70,60,40,50,50,40,50,50,50,70
2012,756,Independent,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,85,50,50,50,70
2012,757,Independent Democrat,70,70,68,50,85,50,50,50,40,97,97,97,85,97,70,85,85,40,70,70,60,85
2012,758,Independent Republican,99,99,50,99,40,99,60,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
2012,759,Strong Democrat,50,40,40,85,50,15,30,40,15,97,70,97,97,97,97,30,85,15,70,70,50,50
2012,760,Weak Democrat,40,30,60,50,70,50,50,97,40,40,50,50,50,85,50,0,50,70,85,85,30,70
2012,761,Strong Democrat,70,60,50,50,85,50,15,50,98,97,97,97,85,97,50,85,50,50,97,97,60,97
2012,762,Independent Democrat,50,50,33,50,50,70,15,85,50,60,85,60,85,60,40,60,85,50,60,60,50,35
2012,763,Independent Democrat,99,99,0,99,0,99,0,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
2012,764,Strong Republican,85,85,78,85,70,70,85,85,60,50,15,70,50,60,15,15,50,70,70,70,60,85
2012,765,Independent Democrat,30,40,50,60,60,50,40,50,40,50,50,50,50,60,60,40,50,40,30,30,50,50
2012,766,Strong Democrat,60,40,49,85,97,40,0,40,40,85,85,85,85,97,85,85,85,0,85,85,85,97
2012,767,Strong Democrat,70,60,50,70,85,70,15,70,70,85,70,85,50,85,50,85,85,60,50,50,15,97
2012,768,Strong Democrat,70,85,50,70,85,70,15,85,70,50,50,70,40,85,70,40,98,98,70,70,60,85
2012,769,Strong Democrat,99,99,65,99,80,99,50,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
2012,770,Weak Democrat,40,40,38,50,60,50,15,97,50,60,40,40,50,97,85,60,85,30,50,50,40,60
2012,771,Independent Republican,85,85,65,85,70,40,60,85,50,85,85,97,85,97,97,97,97,15,97,97,97,97
2012,772,Independent Democrat,60,60,70,60,70,70,70,85,98,85,70,85,85,85,85,85,50,40,85,85,60,70
2012,773,Weak Republican,30,40,60,40,70,40,50,50,50,70,60,90,60,50,50,60,40,40,60,60,50,50
2012,774,Independent Republican,0,0,50,50,40,85,60,50,60,60,70,97,40,97,50,70,95,0,40,40,97,97
2012,775,Strong Democrat,60,85,56,50,97,50,15,85,50,50,70,70,50,70,50,70,40,50,70,70,40,85
2012,776,Strong Democrat,85,85,84,70,97,70,70,85,99,70,85,97,70,70,60,85,70,0,70,70,70,85
